,title,time,link,text
10,"مصر.. ماذا كشف ""إمبراطور الذهب"" في أول ظهور له بعد إخلاء سبيله؟ (صور + فيديو)",22:23 GMT,/web/20240406235320/https://arabic.rt.com/middle_east/1554020-%D9%85%D8%B5%D8%B1-%D8%A3%D9%88%D9%84-%D8%B8%D9%87%D9%88%D8%B1-%D9%84%D9%80%D8%A5%D9%85%D8%A8%D8%B1%D8%A7%D8%B7%D9%88%D8%B1-%D8%A7%D9%84%D8%B0%D9%87%D8%A8-%D8%A8%D8%B9%D8%AF-%D8%A5%D8%AE%D9%84%D8%A7%D8%A1-%D8%B3%D8%A8%D9%8A%D9%84%D9%87-%D8%B5%D9%88%D8%B1%D8%A9/,
11,باحث سياسي أمريكي يصف تصريحات بلينكن حول انضمام اوكرانيا للناتو بأنها جنون غير متوقع,22:04 GMT,/web/20240406235320/https://arabic.rt.com/world/1553983-%D8%A8%D8%A7%D8%AD%D8%AB-%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D9%85%D8%A7-%D9%82%D8%A7%D9%84%D9%87-%D8%A8%D9%84%D9%8A%D9%86%D9%83%D9%8A%D9%86-%D8%AD%D9%88%D9%84-%D8%A7%D9%86%D8%B6%D9%85%D8%A7%D9%85-%D8%A7%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7-%D9%84%D9%84%D9%86%D8%A7%D8%AA%D9%88-%D8%AC%D9%86%D9%88%D9%86/,"قال البروفيسور الأمريكي جون ميرشايمر إن تصريح وزير الخارجية الأمريكي أنتوني بلينكن حول إمكانية ضم أوكرانيا لحلف الناتو يفاقم الوضع في كييف وربما يأتي بنتائج عكسية تماما.
وأشار البروفيسور في مقابلة مع قناة ""Judging Freedom"" إلى أن ""هذا جنون، لم نكن نتوقعه من بلينكن، ومن إدارة بايدن ومن حلف الناتو"".
وأضاف، في الواقع، التهديد بضم أوكرانيا للتحالف، يمنح الروس دافعا أكبر لتدمير أوكرانيا والسيطرة على مزيد من الأراضي.
وفقا للبرفيسور، نتيجة لهذا التصريح، يمكن أن ""تتحول تلك الدولة الواقعة في أوروبا الشرقية إلى دويلة مارقة مختلة"". مضيفا أن هذه التصريحات تأتي بنتائج عكسية تماما.
في اليوم السابق، قال وزير الخارجية الأمريكي أنتوني بلينكن إن الهدف من انعقاد قمة يوليو للناتو في واشنطن هو المساعدة في ""بناء جسر"" يؤدي لعضوية أوكرانيا في الحلف.
المصدر: نوفوستي"
12,"""حزب الله"" ينشر ملخص عملياته ضد الجيش الإسرائيلي عند الحدود اللبنانية الجنوبية",21:57 GMT,/web/20240406235320/https://arabic.rt.com/middle_east/1554022-%D8%AD%D8%B2%D8%A8-%D8%A7%D9%84%D9%84%D9%87-%D9%8A%D9%86%D8%B4%D8%B1-%D9%85%D9%84%D8%AE%D8%B5-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA%D9%87-%D8%B6%D8%AF-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%B9%D9%86%D8%AF-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9/,
13,هيئة بحرية بريطانية: تلقينا بلاغا عن حادثة جنوب غرب الحديدة وأنباء عن استهداف سفينة بصاروخين,21:43 GMT,/web/20240406235320/https://arabic.rt.com/world/1554017-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A9-%D8%AA%D9%84%D9%82%D9%8A%D9%86%D8%A7-%D8%A8%D9%84%D8%A7%D8%BA%D8%A7-%D8%B9%D9%86-%D8%AD%D8%A7%D8%AF%D8%AB%D8%A9-%D8%AC%D9%86%D9%88%D8%A8-%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%A8%D8%B5%D8%A7%D8%B1%D9%88%D8%AE%D9%8A%D9%86/,"قالت شركة ""أمبري"" البريطانية للأمن البحري يوم السبت إنها تلقت معلومات عن استهداف سفينة على بعد نحو 61 ميلا بحريا جنوب غربي الحديدة في اليمن.
من جهتها أفادت هيئة عمليات التجارة البحرية في المملكة المتحدة (UKMTO) بأنها تلقت تقريرا عن حادث في النقطة نفسها تقريبا، حيث أبلغ قبطان السفينة عن إطلاق صاروخين بالقرب من السفينة.
وأشارت الهيئة نقلا عن القبطان إلى أن السفينة لم تصب بأضرار وأن طاقمها بخير.
ووفق ما نقلته وكالة ""رويترز"" فإن أحد الصواريخ المذكورة في مذكرة UKMTO تم اعتراضه من قبل قوات التحالف في المنطقة، موضحة أن الصاروخ الثاني سقط في الماء بالقرب من السفينة.
UKMTO ADVISORY INCIDENT 061ATTACKhttps://t.co/K4BU9BXk05#MaritimeSecurity#MarSecpic.twitter.com/AkiSFHlFm2
وفي وقت سابق يوم السبت أعلنت مهمة ""أسبيدس"" البحرية التابعة للاتحاد الأوروبي في جنوب البحر الأحمر أنها اعترضت صاروخا أطلقه الحوثيون.
وأوضحت المهمة في بيان صحفي أن ""الفرقاطة الألمانية ""هيسن"" أحبطت هجوما صاروخيا أطلق من مناطق سيطرة الحوثيين.
وأفادت بأن ""الإجراء الذي نفذته ""هيسن"" كان فعالا وحال دون وقوع أضرار على البحارة والسفن التجارية"".
A post shared by EUNAVFOR Operation ASPIDES (@operation_aspides)
ولم تعلن أي جهة مسؤوليتها عن الهجوم الذي يتزامن مع حملة يشنها الحوثيون اليمنيون ضد السفن المرتبطة بإسرائيل وبريطانيا والولايات المتحدة.
ومنذ نوفمبر الماضي، يواصل الحوثيون هجماتهم في البحر الأحمر وخليج عدن، والتي تستهدف ""السفن الإسرائيلية والمرتبطة بإسرائيل أو تلك المتوجهة إليها""، وذلك ""نصرة للشعب الفلسطيني في غزة"".
وردا على ذلك شكلت الولايات المتحدة وحلفاؤها قوة عسكرية للتعامل مع ضربات الحوثيين، حيث شنت الطائرات الأمريكية والبريطانية ضربات عدة على مناطق متفرقة في اليمن، فيما ينفذ الجيش الأمريكي مهمات بشكل منفصل عن أي تحالف بحري بالمنطقة.
المصدر: RT + ""رويترز"""
14,استخباراتي أمريكي لا يستبعد حدوث انقلاب ضد زيلينسكي في أوكرانيا,21:37 GMT,/web/20240406235320/https://arabic.rt.com/world/1554016-%D8%A7%D8%B3%D8%AA%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA%D9%8A-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D9%84%D8%A7-%D9%8A%D8%B3%D8%AA%D8%A8%D8%B9%D8%AF-%D8%AD%D8%AF%D9%88%D8%AB-%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8-%D8%B6%D8%AF-%D8%B2%D9%8A%D9%84%D9%8A%D9%86%D8%B3%D9%83%D9%8A-%D9%81%D9%8A-%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7/,"لم يستبعد ضابط الاستخبارات الأمريكي المتقاعد سكوت ريتر أن يتم الإطاحة بالرئيس الأوكراني فلاديمير زيلينسكي عن طريق انقلاب عسكري بعد انتهاء فترة ولايته.
وقال ريتر: ""بسبب إلغاء الانتخابات الرئاسية في 20 مايو، عندما كان من المفترض أن يتم تنصيب رئيس جديد، فإننا نواجه وضعا لن يكون فيه موجودا، وكل شيء سيتغير"".
وأضاف: ""هذه لحظة سيئة، وأعتقد أنكم تقبلون أننا نرى أن الجيش الروسي أو الأوكراني يعترفون بالفشل الكامل لزيلينسكي وأوهامه، والآن يتحدثون بشكل أكثر عن إمكانية حدوث انقلاب عسكري لإبعاد زيلينسكي عن السلطة"".
وأشار إلى أن أوكرانيا تحولت إلى دولة فاشلة في المجالات الاقتصادية والاجتماعية والعسكرية.
وأكد أن ""الناتو"" لا يستطيع فعل أي شيء لتغيير هذا الوضع.
وتابع ريتر: ""أوكرانيا الآن ليست دولة ديمقراطية، بل ديكتاتورية تحكمها الأحكام العرفية"".
وكشف خبراء روس في وقت سابق عن تذمّر في الجيش الأوكراني من سياسات نظام فلاديمير زيلينسكي، وخطط قادة في قوات كييف للاستيلاء على البرلمان والانقلاب على السلطة في أوكرانيا.
المصدر: نوفوستي"
15,"الجيش الإسرائيلي يعلن تدمير ثلاثة أنفاق هجومية لـ ""حماس"" في خان يونس",21:27 GMT,/web/20240406235320/https://arabic.rt.com/world/1554018-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D8%B9%D9%84%D9%86-%D8%AA%D8%AF%D9%85%D9%8A%D8%B1-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D8%A3%D9%86%D9%81%D8%A7%D9%82-%D9%87%D8%AC%D9%88%D9%85%D9%8A%D8%A9-%D9%84%D9%80-%D8%AD%D9%85%D8%A7%D8%B3-%D9%81%D9%8A-%D8%AE%D8%A7%D9%86-%D9%8A%D9%88%D9%86%D8%B3/,"أعلن الجيش الإسرائيلي، يوم السبت، أنه دمر ثلاثة أنفاق هجومية لـ ""حماس"" في خان يونس، أحدها اخترق الأراضي الإسرائيلية مسافة نصف كيلومتر.

وأوضحت وسائل إعلام إسرائيلية نقلا عن متحدث باسم الجيش الإسرائيلي أنه ""تم الكشف عن النفق الذي اخترق الأراضي الإسرائيلية مسافة نصف كيلومتر بمنطقة عين هشلوشا الإسرائيلية عام 2019، وحفر قبل بناء العائق تحت الأرض ويخضع للمراقبة منذ ذلك الحين"".
وأضافت: ""قرر الجيش الإسرائيلي في البداية عدم تدميره، وتركيب أجهزة استشعار وعبوات ناسفة فيه، لإحباط عمليات تسلل مسلحين، لكن تم تدمير النفق خلال الأيام الأخيرة، إضافة الى تدمير نفقين في منطقة خان يونس"".
هذا وندّدت منظمة الصحة العالمية السبت بما لحق من ""دمار هائل"" بأكبر مستشفى في غزة جراء الحصار الإسرائيلي الأخير، وقد أصبح ""هيكلا فارغا"" إلا من الجثث.
فيما لا يزال الجيش الإسرائيلي يواصل قصفه على مناطق مختلفة في القطاع لليوم 183 على التوالي، مع ارتفاع في حصيلة الضحايا رغم قرار مجلس الأمن الدولي.

المصدر: RT + وسائل إعلام إسرائيلية"
16,"باقري يهدد برد ""انتقامي"" يجعل إسرائيل تندم على ضربها القنصلية الإيرانية في قلب العاصمة السورية",21:26 GMT,/web/20240406235320/https://arabic.rt.com/world/1554011-%D8%A8%D8%A7%D9%82%D8%B1%D9%8A-%D9%8A%D9%87%D8%AF%D8%AF-%D8%A8%D8%B1%D8%AF-%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%85%D9%8A-%D9%8A%D8%AC%D8%B9%D9%84-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%86%D8%AF%D9%85-%D8%B9%D9%84%D9%89-%D8%B6%D8%B1%D8%A8%D9%87%D8%A7-%D8%A7%D9%84%D9%82%D9%86%D8%B5%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%D8%A9-%D9%81/,
17,"تونس.. نشطاء وسياسيون ومثقفون يتضامنون مع روسيا على خلفية هجوم ""كروكوس سيتي"" الإرهابي",21:08 GMT,/web/20240406235320/https://arabic.rt.com/middle_east/1554010-%D8%AA%D9%88%D9%86%D8%B3-%D9%86%D8%B4%D8%B7%D8%A7%D8%A1-%D9%88%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A%D9%88%D9%86-%D9%88%D9%85%D8%AB%D9%82%D9%81%D9%88%D9%86-%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D9%88%D9%86-%D9%8A%D8%AA%D8%B6%D8%A7%D9%85%D9%86%D9%88%D9%86-%D9%85%D8%B9-%D8%B1%D9%88%D8%B3%D9%8A%D8%A7-%D8%B9%D9%84%D9%89-%D8%AE%D9%84%D9%81%D9%8A%D8%A9-%D9%87%D8%AC%D9%88%D9%85-%D9%83%D8%B1%D9%88%D9%83%D9%88%D8%B3-%D8%B3%D9%8A%D8%AA%D9%8A-%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%D9%8A/,"سلم نشطاء وسياسيون ومثقفون تونسيون رسالة لسفير موسكو لدى تونس، ألكسندر زولوتوف، أعربوا من خلالها عن تضامنهم مع الشعب الروسي على خلفية هجوم ""كروكوس"" الإرهابي.
وقال الموقعون على الرسالة ""ندين بأشد العبارات الهجوم الإرهابي الدموي والوحشي الذي استهدف مواطنين أبرياء في مركز تجاري بضواحي مدينة موسكو وأوقع العشرات من الضحايا بين قتيل وجريح"".
وأضافوا ""نتقدم بأحر التعازي لعائلات القتلى وبتمنياتنا بالشفاء العاجل للجرحى"".
وأعربوا في رسالتهم عن تعاطفهم العميق مع عائلات ضحايا العملية الإرهابية الشنيعة وتضامنهم الكامل مع الشعب الروسي الصديق في هذه الفاجعة.
ومن بين الموقعين على الرسالة ""الرابطة التونسية للدفاع عن حقوق الإنسان""، و""النقابة الوطنية للصحافيين التونسيين"" و""ائتلاف صمود""، و""المرصد الوطني للدفاع عن مدنية الدولة""، و""الجمعية التونسية من أجل الحقوق والحريات""، و""الجمعية التونسية لخريجي الجامعات والمعاهد الروسية"".
وفي الـ 22 من مارس دانت الخارجية التونسية في بيان العمل الإرهابي الذي استهدف مركز ""كروكس سيتي هول"" التجاري في مدينة كراسنوغورسك في ضواحي العاصمة الروسية موسكو وأسفر عن سقوط العديد من الضحايا الأبرياء.
وقالت الخارجية في البيان ""تدين الجمهورية التونسية بشدة العمل الإرهابي الجبان الذي جد اليوم بالعاصمة الروسية موسكو وأسفر عن سقوط العديد من الضحايا الأبرياء"".
وأعربت تونس عن تضامنها الكامل مع روسيا الاتحادية مؤكدة على نبذها لكافة أشكال العنف والتطرف والإرهاب.
كما تقدمت بأصدق عبارات التعازي وأحر مشاعر المواساة للقيادة وللشعب الروسي ولأسر الضحايا، متمنية الشفاء العاجل لجميع الجرحى.
يذكر أن الهجوم الإرهابي على ""كروكوس سيتي"" بضواحي موسكو يوم 22 مارس الماضي أسفر عن مقتل 144 شخصا وإصابة المئات بجروح.
المصدر: RT"
18,مجلة أمريكية: بلينكن يواصل خداع كوليبا بوعود كاذبة حول عضوية أوكرانيا في الناتو,21:00 GMT,/web/20240406235320/https://arabic.rt.com/world/1553999-%D9%85%D8%AC%D9%84%D8%A9-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9-%D8%A8%D9%84%D9%8A%D9%86%D9%83%D9%86-%D9%8A%D9%8A%D9%88%D8%A7%D8%B5%D9%84-%D8%AE%D8%AF%D8%A7%D8%B9-%D9%83%D9%88%D9%84%D9%8A%D8%A8%D8%A7-%D8%A8%D9%88%D8%B9%D9%88%D8%AF-%D9%83%D8%A7%D8%B0%D8%A8%D8%A9-%D8%AD%D9%88%D9%84-%D8%B9%D8%B6%D9%88%D9%8A%D8%A9-%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A7%D8%AA%D9%88/,"أفادت مجلة ""American Conservative"" بأن وزير الخارجية الأمريكي أنتوني بلينكن يواصل تقديم الآمال الكاذبة لنظيره الأوكراني دميتري كوليبا بأن كييف ستصبح في نهاية المطاف عضوا في الناتو.

وأوضح سومانترا مايترا، كبير محرري هذه المجلة، أن ""أنتوني بلينكن في حديثه للصحفيين إلى جانب كوليبا على هامش قمة الحلف في بروكسل يوم الثلاثاء، قال إن أوكرانيا ستصبح في نهاية المطاف عضوا في الناتو"".
وأكد: ""هذه لفتة لا معنى لها، تكاد تكون لاهوتية - عمليا ترنيمة وثنية في هذه المرحلة، وبلينكن يعرف أن وعده غير صحيح، كما أن الحلفاء الأوروبيين يعرفون أن الأمر غير صحيح ولن يتحقق أبدا"".
وبحسب كاتب المقال، فإن ""الهراء الذي قاله بلينكن هو تعليق ساخر، مما لا شك فيه أنه لمن قبيل السخرية أن نلقي جزرة حلف الناتو أمام أوكرانيا، الأمر الذي لن يؤدي إلى عضويتها في الحلف فحسب، بل سيلقي أيضا الضوء على الشك في إمكانية وجودها"".
وخلص سومانترا مايترا إلى أن ""النتيجة ستكون استمرار الآمال الكاذبة لأوكرانيا، مما قد يؤدي إلى اختفائها كدولة"".
هذا واعتبر السيناتور الأمريكي مايك لي أن حلف ""الناتو"" يمكن أن يضم إما الولايات المتحدة أو أوكرانيا، ولكن ليس كلا البلدين.

المصدر: RT + مجلة ""American Conservative"""
19,"""بعد عقدين من عمله في الظل"".. قائد وحدة استخباراتية عسكرية إسرائيلية يفضح نفسه",20:52 GMT,/web/20240406235320/https://arabic.rt.com/world/1554008-%D8%A8%D8%B9%D8%AF-%D8%B9%D9%82%D8%AF%D9%8A%D9%86-%D9%85%D9%86-%D8%B9%D9%85%D9%84%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%84-%D9%82%D8%A7%D8%A6%D8%AF-%D9%88%D8%AD%D8%AF%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA%D9%8A%D8%A9-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%8A%D9%81%D8%B6%D8%AD-%D9%86%D9%81%D8%B3%D9%87/,
20,كم نقطة يحتاج ليفركوزن للظفر بلقبه الأول في الدوري الألماني؟,20:10 GMT,/web/20240406235320/https://arabic.rt.com/sport/1554004-%D9%83%D9%85-%D9%86%D9%82%D8%B7%D8%A9-%D9%8A%D8%AD%D8%AA%D8%A7%D8%AC-%D9%84%D9%8A%D9%81%D8%B1%D9%83%D9%88%D8%B2%D9%86-%D9%84%D9%84%D8%B8%D9%81%D8%B1-%D8%A8%D9%84%D9%82%D8%A8%D9%87-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A/,
21,أرسنال يقسو على برايتون بثلاثية وينتزع صدارة الدوري الإنجليزي,19:02 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553993-%D8%A3%D8%B1%D8%B3%D9%86%D8%A7%D9%84-%D9%8A%D9%82%D8%B3%D9%88-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D8%A7%D9%8A%D8%AA%D9%88%D9%86-%D8%A8%D8%AB%D9%84%D8%A7%D8%AB%D9%8A%D8%A9-%D9%88%D9%8A%D9%86%D8%AA%D8%B2%D8%B9-%D8%B5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A/,"انفرد نادي أرسنال بصدارة الدوري الإنجليزي الممتاز لكرة القدم مؤقتا بعدما عاد بفوز ثمين خارج قواعده على حساب برايتون 3-0 يوم السبت في المرحلة الـ32 من المسابقة.
وكان برايتون صاحب الأفضلية في بداية المباراة لكن لدقائق قليلة فقط قبل أن يبسط رجال المدرب الإسباني ميكل أرتيتا هيمنتهم.
وحصل أرسنال على ركلة جزاء إثر عرقلة غابرييل جيزوس داخل المنطقة من قبل المدافع الغاني طارق لامبتي فانبرى لها ساكا على يمين الحارس فيربروغن في الدقيقة 33 رافعا رصيده إلى 14 هدفا هذا الموسم.

ونجح أرسنال في تعزيز تقدمه عندما قطع الإيطالي جورجينيو كرة من أنسيسو ومررها إلى ديكلان رايس ومنه إلى أوديغارد الذي هيأها لجورجينيو المتوغل من الجهة اليمنى فهيأها الأخير إلى كاي هافيرتس الذي تابعها داخل المرمى (61).
ووجه البديل البلجيكي لياندرو تروسار، الضربة القاضية لبرايتون عندما تلقى كرة خلف الدفاع من هافيرتس من منتصف ملعب فريقه فانطلق بسرعة وتوغل داخل المنطقة ولعبها ساقطة داخل المرمى (86).
وانتزع أرسنال الصدارة مؤقتا برصيد 71 نقطة متقدما بفارق نقطة عن كل من مانشستر سيتي وليفربول، علما بأن الأخير يخوض مواجهة صعبة على أرض غريمه مانشستر يونايتد غدا الأحد.
المصدر: وكالات"
22,شاهد.. رد فعل غوارديولا بعد هدف دي بروين العالمي في شباك كريستال بالاس,17:59 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553975-%D8%B4%D8%A7%D9%87%D8%AF-%D8%B1%D8%AF-%D9%81%D8%B9%D9%84-%D8%BA%D9%88%D8%A7%D8%B1%D8%AF%D9%8A%D9%88%D9%84%D8%A7-%D8%A8%D8%B9%D8%AF-%D9%87%D8%AF%D9%81-%D8%AF%D9%8A-%D8%A8%D8%B1%D9%88%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A-%D9%81%D9%8A-%D8%B4%D8%A8%D8%A7%D9%83-%D9%83%D8%B1%D9%8A%D8%B3%D8%AA%D8%A7%D9%84-%D8%A8%D8%A7%D9%84%D8%A7%D8%B3/,
23,الدوري الإيطالي.. ميلان يهزم ليتشي ويعزز موقعه في مركز الوصافة,16:27 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553957-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A-%D9%85%D9%8A%D9%84%D8%A7%D9%86-%D9%8A%D9%87%D8%B2%D9%85-%D9%84%D9%8A%D8%AA%D8%B4%D9%8A-%D9%88%D9%8A%D8%AA%D9%85%D8%B3%D9%83-%D8%A8%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D9%84%D9%88%D8%B5%D8%A7%D9%81%D8%A9/,
24,"بايرن ميونخ يتعرض لـ""ريمونتادا"" مفاجئة على يد فريق مغمور",16:25 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553965-%D8%A8%D8%A7%D9%8A%D8%B1%D9%86-%D9%85%D9%8A%D9%88%D9%86%D8%AE-%D9%8A%D8%AA%D8%B9%D8%B1%D8%B6-%D9%84%D9%80%D8%B1%D9%8A%D9%85%D9%88%D9%86%D8%AA%D8%A7%D8%AF%D8%A7-%D9%85%D9%81%D8%A7%D8%AC%D8%A6%D8%A9-%D8%B9%D9%84%D9%89-%D9%8A%D8%AF-%D9%81%D8%B1%D9%8A%D9%82-%D9%85%D8%BA%D9%85%D9%88%D8%B1/,
25,مستبعدا رونالدو.. فان دايك يختار أصعب أربعة مهاجمين واجههم في مسيرته,15:38 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553908-%D9%85%D8%B3%D8%AA%D8%A8%D8%B9%D8%AF%D8%A7-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D9%81%D8%A7%D9%86-%D8%AF%D8%A7%D9%8A%D9%83-%D9%8A%D8%AE%D8%AA%D8%A7%D8%B1-%D8%A3%D8%B5%D8%B9%D8%A8-%D8%AB%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-%D9%85%D9%87%D8%A7%D8%AC%D9%85%D9%8A%D9%86-%D9%88%D8%A7%D8%AC%D9%87%D9%87%D9%85-%D9%81%D9%8A-%D9%85%D8%B3%D9%8A%D8%B1%D8%AA%D9%87/,"أبقى قائد نادي ليفربول، الدولي الهولندي فيرجيل فان دايك، النجم البرتغالي كريستيانو رونالدو خارج قائمته لأصعب المنافسين الذين واجههم خلال مسيرته الاحترافية.
وساعد فان دايك الذي انضم إلى ليفربول مقابل 75 مليون جنيه إسترليني في عام 2018، فريقه الإنجليزي للتتويج بالدوري الإنجليزي الممتاز، ودوري أبطال أوروبا، وكأس الاتحاد الإنجليزي، وكأس الرابطة، وكأس العالم للأندية.
وخلال فترة تواجده في ملعب ""أنفيلد""، لعب فان دايك ضد رونالدو في عدد من المناسبات بما في ذلك نهائي دوري أبطال أوروبا 2018، لكن المدافع الهولندي لم يضم مهاجم النصر السعودي الحالي إلى قائمة أصعب ثلاثة مهاجمين واجههم خلال مسيرته.
وبدلا من رونالدو، اختار فان دايك كلا من نجم برشلونة السابق وإنتر ميامي الحالي، ليونيل ميسي، ومهاجم مانشستر سيتي الحالي، الدولي النرويجي إيرلينغ هالاند، والمهاجم السابق لمان سيتي أيضا الأرجنتيني سيرجيو أغويرو، وهداف تشيلسي السابق، الفرنسي أوليفييه جيرو.
وفي حديثه عبر بودكاست ""The Rest Is Football""، أوضح فان دايك سبب اختياره هالاند وأغويرو وجيرو، حيث قال: ""أود أن أقول إن إيرلينغ هالاند خصم صعب للغاية، فهو قوي جدا، ومهاجم من العصر الحديث.. إنه مباشر.. إذا أعطيته مساحة صغير فسوف يعاقبك"".
وأضاف: ""الأمر نفسه بالنسبة لأغويرو. لم يسجل العديد من الأهداف أمامنا، لكن منذ أن لعبت ضده عندما كنت في ساوثهامبتون، كان بإمكانه إنهاء المباراة بيساره أو يمينه، وكان عليك دائما أن تكون في أفضل حالاتك"".
ولم يكن جيرو غزير الإنتاج خلال فترة وجوده في الدوري الإنجليزي الممتاز، لكن فان دايك أوضح ما جعل المهاجم الفرنسي خصما صعبا، وقال: ""كان لاعبا مرتبطا في ذلك الوقت مع (إيدين) هازارد في (تشيلسي). كان هازارد دائما هو الذي يمنحه الكرة"".
وأردف: ""لقد سجل أيضا أهدافا جيدة ضدي. لقد شعرت دائما أنه لن يسجل، لكنه في النهاية كان يتمكن من ذلك"".
المصدر: ديلي ميل"
26,اشتباكات بين مشجعي روما ولاتسيو قبل ديربي العاصمة الإيطالية (فيديو),15:17 GMT,/web/20240406235320/https://arabic.rt.com/sport/1553949-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%A8%D9%8A%D9%86-%D9%85%D8%B4%D8%AC%D8%B9%D9%8A-%D8%B1%D9%88%D9%85%D8%A7-%D9%88%D9%84%D8%A7%D8%AA%D8%B3%D9%8A%D9%88-%D9%82%D8%A8%D9%84-%D8%AF%D9%8A%D8%B1%D8%A8%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A9-%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,
