,title,time,link,text
10,مستثمرون كويتيون يعرضون الاستحواذ على بنك القاهرة الحكومي,21:54 GMT,/web/20240405235307/https://arabic.rt.com/business/1553810-%D8%B9%D8%B1%D8%B6-%D9%83%D9%88%D9%8A%D8%AA%D9%8A-%D9%84%D8%B4%D8%B1%D8%A7%D8%A1-%D8%A8%D9%86%D9%83-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/,
11,"كييف تتهم واشنطن وبرلين بمعارضة انضمامها إلى ""الناتو""",21:48 GMT,/web/20240405235307/https://arabic.rt.com/world/1553800-%D9%83%D9%8A%D9%8A%D9%81-%D8%AA%D8%AA%D9%87%D9%85-%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86-%D9%88%D8%A8%D8%B1%D9%84%D9%8A%D9%86-%D8%A8%D9%85%D8%B9%D8%A7%D8%B1%D8%B6%D8%A9-%D8%A7%D9%86%D8%B6%D9%85%D8%A7%D9%85%D9%87%D8%A7-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A7%D8%AA%D9%88/,
12,صحفي مصري يكشف بعض أسرار حواره مع الرئيس الراحل حسني مبارك (فيديو),21:42 GMT,/web/20240405235307/https://arabic.rt.com/middle_east/1553807-%D8%A7%D9%84%D9%83%D8%A7%D8%AA%D8%A8-%D8%A7%D9%84%D8%B5%D8%AD%D9%81%D9%8A-%D9%85%D8%B5%D8%B1-%D9%85%D8%AC%D8%AF%D9%8A-%D8%A7%D9%84%D8%AC%D9%84%D8%A7%D8%AF-%D8%AD%D9%88%D8%A7%D8%B1-%D8%AD%D8%B3%D9%86%D9%8A-%D9%85%D8%A8%D8%A7%D8%B1%D9%83/,"أكد الكاتب الصحفي المصري مجدي الجلاد، رئيس تحرير مجموعة ""أونا"" للصحافة والإعلام أن الرئيس الراحل حسني مبارك لم يكن يريد توريث الحكم لنجله جمال مبارك.
وقال مجدي الجلاد خلال لقاء مع برنامج ""أسرار"" على قناة ""النهار""، إن هناك أطرافا شديدة القوة والنفوذ حول الرئيس الراحل حسني مبارك كانت تريد تمرير مخطط التوريث على رأسهم السيدة سوزان مبارك، ووزير الداخلية وقتها حبيب العادلي، بالإضافة إلى أعضاء لجنة السياسات بالحزب الوطني رغم معارضة اللواء عمر سليمان للفكرة، وفق ما نقله موقع ""مصراوي"".
وأضاف الجلاد أن هناك مقدمات وشواهد كانت تشير أغلبها إلى تمرير خطة التوريث رغم المعارضة.
وصرح الصحفي المصري: ""كنت داخل المطبخ السياسي والرئيس مبارك أكد لي شخصيا خلال حواري معه بأنه لا توجد خطة للتوريث، جمال ابني وسيساعدني ويساعدني فقط في الحزب"".
وأشار إلى أن الحوارات مع الرؤساء تخضع لعدد من البروتوكولات حيث تكتب وتراجع من الرئاسة قبل التصريح بنشرها إعلاميا.
وأوضح أن ما دار من حوار مع الرئيس الراحل مبارك كان تصريحا شخصيا ليس للنشر، مبينا أن ""الرئيس قال له أسرارا أكثر من ذلك بكثير وحينما تحدث عن التوريث نفى الرئيس ذلك بشكل قاطع"".
ونفى الكاتب الصحفي المصري كتابته لمذكرات رجل الأعمال أحمد عز ولكن لو عُرض عليه كتابتها فلن يتردد.
وأشار إلى أن ""أحمد عز كان مؤثرا في فترة شديدة الأهمية خلال عهد الرئيس الراحل حسني مبارك""، مفيدا بأن تأريخ الأحداث لمثل تلك الشخصيات المؤثرة من مصلحة الوطن والأجيال المقبلة.
وبين الصحفي المصري أن أحمد عز لا يسعى حاليا للسلطة.
المصدر: وسائل إعلام مصرية"
13,وسائل إعلام إسرائيلية: السماح بمرور الشاحنات الأردنية المحملة بالمساعدات إلى غزة برا,21:36 GMT,/web/20240405235307/https://arabic.rt.com/world/1553806-%D9%88%D8%B3%D8%A7%D8%A6%D9%84-%D8%A5%D8%B9%D9%84%D8%A7%D9%85-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D8%AD-%D9%84%D9%84%D8%B4%D8%A7%D8%AD%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%84%D8%A9-%D8%A8%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D8%A5%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-%D8%A8%D8%A7%D9%84%D9%85%D8%B1%D9%88%D8%B1/,"ذكرت وسائل إعلام إسرائيلية، مساء يوم الجمعة، أنه سيتم السماح لشاحنات الجيش الأردني المحملة بالمساعدات الإنسانية المتجهة إلى قطاع غزة بالمرور عبرمعبر كرم أبو سالم للتفتيش.

وأوضحت قناة ""كان 11"" الإسرائيلية أنه ""سيتم السماح للشاحنات الأردنية المحملة بالمساعدات الإنسانية بالمرور عبر الأراضي الإسرائيلية"".
وأضافت أن ""الشاحنات ستمر عبر جسر اللنبي ثم يسمح لها بالمرور والوصول إلى غزة مباشرة، باستثناء التفتيش في معبر كرم أبو سالم"".
هذا ودعا وزير الخارجية الأردني أيمن الصفدي، إلى فتح جميع المعابر البرية مع غزة ووقف إطلاق النار في القطاع، مؤكدا أن ""تجويع السكان يجب أن ينتهي"".
يذكر أن مكتب رئيس الوزراء الإسرائيلي بنيامين نتنياهو، قد أعلن يوم الخميس أنه سيسمح ""مؤقتا"" بوصول المساعدات الإنسانية إلى غزة عبر حدودها مع شمال القطاع، حيث سيعاد فتح معبر ""إيريز"" للمرة الأولى منذ 7 أكتوبر.
ولا يزال الجيش الإسرائيلي مستمرا في قصفه على مناطق مختلفة في القطاع، مخلفا دمارا ومجاعة أودت بحياة أطفال ومسنين، وفق بيانات فلسطينية وأممية، رغم قرار مجلس الأمن الدولي الداعي إلى وقف فوري لإطلاق النار.
المصدر: RT + قناة ""كان 11"" الإسرائيلية"
14,"""بلومبرغ"": الهند تتسلم سفينتين حربيتين روسيتين رغم العقوبات",21:29 GMT,/web/20240405235307/https://arabic.rt.com/world/1553802-%D8%A8%D9%84%D9%88%D9%85%D8%A8%D8%B1%D8%BA-%D8%A7%D9%84%D9%87%D9%86%D8%AF-%D8%B3%D8%AA%D8%AA%D8%B3%D9%84%D9%85-%D8%B3%D9%81%D9%8A%D9%86%D8%AA%D9%8A%D9%86-%D8%AD%D8%B1%D8%A8%D9%8A%D8%AA%D9%8A%D9%86-%D8%B1%D9%88%D8%B3%D9%8A%D8%AA%D9%8A%D9%86-%D8%B1%D8%BA%D9%85-%D8%A7%D9%84%D8%B9%D9%82%D9%88%D8%A8%D8%A7%D8%AA/,"ذكرت وكالة ""بلومبرغ""، نقلا عن مسؤولين كبار في الهند، أن البحرية الهندية ستتسلم سفينتين حربيتين روسيتي الصنع في الأشهر القليلة المقبلة رغم العقوبات التي فرضتها الدول الغربية.

وأوضحت ""بلومبرغ"" أن ""الصفقة شملت أربع سفن، لم يتم تحديد فئتها، ومن المحتمل أن تتسلم الهند السفينة الأولى في سبتمبر 2024، والثانية في عام 2025"".
يشار إلى أن روسيا والهند أبرمتا صفقة لإنتاج وتوريد أربع سفن حربية روسية الصنع للقوات الهندية في عام 2018، وعلى الرغم من العقوبات الغربية، فإن الاتفاق لا يزال ساري المفعول، وستتسلم الهند السفن الموعودة بها.
هذا وأكد السفير الروسي في نيودلهي دينيس أليبوف، في وقت سابق، أن العقوبات التي فرضتها الدول الغربية على موسكو، لن تؤثر على مسار التعاون الاقتصادي بين روسيا والهند في المستقبل.
المصدر: RT + وكالة ""بلومبرغ"""
15,بعد روسيا .. بيلاروس تنوي الانسحاب من اتفاقية القوات المسلحة التقليدية في أوروبا,21:27 GMT,/web/20240405235307/https://arabic.rt.com/world/1553797-%D8%A8%D8%B9%D8%AF-%D8%B1%D9%88%D8%B3%D9%8A%D8%A7-%D8%A8%D9%8A%D9%84%D8%A7%D8%B1%D9%88%D8%B3-%D8%B9%D8%A7%D8%B2%D9%85%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A7%D9%86%D8%B3%D8%AD%D8%A7%D8%A8-%D9%85%D9%86-%D8%A7%D8%AA%D9%81%D8%A7%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%82%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D8%AD%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D9%84%D9%8A%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%88%D8%B1%D9%88%D8%A8%D8%A7/,"قال الرئيس البيلاروسي ألكسندر لوكاشينكو يوم الجمعة إن بلاده ستعلق مشاركتها في معاهدة القوات المسلحة التقليدية في أوروبا التي كانت ذات يوم عقيدة أمنية رئيسية للقارة.
قدم الرئيس ألكسندر لوكاشينكو إلى البرلمان مشروع قانون يدعو إلى تعليق المعاهدة.
وتضع المعاهدة، الموقعة عام 1990، قيودا على الدبابات والمركبات القتالية والطائرات الحربية والمدفعية الثقيلة التي يمكن نشرها في أوروبا. وكان هدفها الحفاظ على التوازن العسكري بين الغرب والدول التي كانت جزءا من حلف وارسو في حقبة الحرب الباردة.
ومع ذلك، انسحبت روسيا بالكامل من المعاهدة عام 2023، وردت دول الناتو التي كانت أطرافا فيها بتعليق مشاركتها. ومن خلال الانسحاب من المعاهدة، تستطيع بيلاروس توسيع جيشها.
تعليقا على ذلك يرى المحلل العسكري البيلاروسي ألكسندر أليسين أن انسحاب بيلاروس من معاهدة القوات المسلحة التقليدية في أوروبا يؤثر على توازن القوى والأمن في المنطقة الأوروبية - الأطلسية بأكملها، ويرسل إشارة إلى الدول الغربية بأن مينسك تعتزم أن تصبح لاعبا عسكريا نشطا في المنطقة"".
وتستضيف بيلاروس أسلحة نووية تكتيكية روسية، إلى جانب صواريخ ووحدات عسكرية. وقد استخدمت روسيا البلاد كنقطة انطلاق لإرسال قوات إلى أوكرانيا، لكن القوات البيلاروسية لم تشارك في الحرب التي دخلت الآن عامها الثالث.
المصدر: AP"
16,"الخارجية الروسية تعلق على تقارير ""فورين بوليسي"" حول هجوم ""كروكوس سيتي"" الإرهابي",21:25 GMT,/web/20240405235307/https://arabic.rt.com/russia/1553805-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9-%D8%AA%D8%B9%D9%84%D9%82-%D8%B9%D9%84%D9%89-%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1-%D9%81%D9%88%D8%B1%D9%8A%D9%86-%D8%A8%D9%88%D9%84%D9%8A%D8%B3%D9%8A-%D8%AD%D9%88%D9%84-%D9%87%D8%AC%D9%88%D9%85-%D9%83%D8%B1%D9%88%D9%83%D9%88%D8%B3-%D8%B3%D9%8A%D8%AA%D9%8A/,
17,المغرب.. إحالة 3 من رجال الشرطة للنيابة العامة بسبب تورطهم في قضايا فساد,21:01 GMT,/web/20240405235307/https://arabic.rt.com/middle_east/1553796-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D8%A5%D8%AD%D8%A7%D9%84%D8%A9-3-%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86-%D9%84%D9%84%D8%B4%D8%B1%D8%B7%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D9%8A%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%AA%D9%88%D8%B1%D8%B7%D9%87%D9%85-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D9%8A%D8%A7-%D9%81%D8%B3%D8%A7%D8%AF/,"ذكرت وسائل إعلام مغربية أن ثلاثة رجال شرطة تمت إحالتهم على أنظار النيابة العامة بالمحكمة الابتدائية بمدينة سلا غرب البلاد للاشتباه في إفشاء سر مهني ورشوة.

وأوضحت وسائل إعلام مغربية نقلا عن مصادر أمنية أن ""الفرقة الوطنية للشرطة القضائية قد أحالت الجمعة، قائد حراس أمن موقوف عن العمل وعميد شرطة وضابط أمن، على أنظار النيابة العامة بالمحكمة الابتدائية بمدينة سلا، وذلك للاشتباه في تورطهم في قضية تتعلق بإفشاء السر المهني والمشاركة في الرشوة"".
وذكرت أن البحث المنجز في هذه القضية، أكد ""الاشتباه في تورط قائد حراس الأمن الموقوف عن العمل في عمليات الوساطة لاستصدار سندات ووثائق إدارية لفائدة الغير بدون حضورهم الشخصي، مقابل مبالغ مالية، وذلك بتواطؤ مع موظفي الشرطة الممارسين اللذين يعملان بمركز تسجيل المعطيات التعريفية بمدينة طنجة"".
كما أشارت الأبحاث والتحريات المنجزة إلى ""إساءة استخدام موظفي الشرطة الموقوفين لقواعد البيانات الموضوعة رهن إشارتهم، من أجل القيام بعمليات تنقيط الأشخاص خارج إطار الضوابط الإدارية"".
هذا وتم ""إيداع اثنين من موظفي الشرطة الموقوفين تحت تدبير الحراسة النظرية، بينما تم اخضاع الموظف الثالث لإجراءات البحث التمهيدي، لتحديد مستوى ودرجة تورط كل واحد منهم في الأفعال الإجرامية المرتكبة، قبل أن يتم تقديمهم أمام النيابة العامة المختصة"".
المصدر: وسائل إعلام مغربية"
18,لليوم الرابع.. السلطات المصرية تواصل جهودها لانتشال جثمان شاب سقط داخل بئر في المنيا,20:42 GMT,/web/20240405235307/https://arabic.rt.com/middle_east/1553793-%D9%85%D8%B5%D8%B1-%D8%A5%D8%AE%D8%B1%D8%A7%D8%AC-%D8%AC%D8%AB%D9%85%D8%A7%D9%86-%D8%B4%D8%A7%D8%A8-%D8%AA%D9%88%D9%81%D9%8A-%D8%B9%D9%82%D8%A8-%D8%B3%D9%82%D9%88%D8%B7%D9%87-%D8%AF%D8%A7%D8%AE%D9%84-%D8%A8%D8%A6%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D9%8A%D8%A7/,
19,إجلاء أكثر من 10 آلاف شخص من منطقة الفيضانات في مدينة أورسك الروسية (فيديو),20:41 GMT,/web/20240405235307/https://arabic.rt.com/russia/1553790-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-10-%D8%A2%D9%84%D8%A7%D9%81-%D8%B4%D8%AE%D8%B5-%D9%8A%D8%AA%D9%85-%D8%A5%D8%AC%D9%84%D8%A7%D8%A4%D9%87%D9%85-%D9%85%D9%86-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A3%D9%88%D8%B1%D8%B3%D9%83-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A%D8%A9/,"أفاد مكتب عمدة مدينة أورسك التابعة لمقاطعة أورينبورغ الروسية بوجود أكثر من 10 آلاف شخص يجري إجلاءهم من منطقة الفيضانات بعد حدوث انهيار في السد الواقع على نهر الأورال.
وقال المكتب في تصريح لوكالة ""ريا نوفوستي"" :""لقد انهار السد في البلدة القديمة في منطقة شارع أورينبورغسكايا، حيث يوجد 4258 منزلا و10987 شخصا في منطقة الفيضانات"".
وأضاف: ""ويعمل في الموقع ممثلون عن إدارة المنطقة، ومجموعة من رجال الإنقاذ الذين وصلوا إلى أورسك وعددهم 50 شخصا مع زوارق مائية.. وجميع المتخصصين والعاملين الطبيين متواجدون في مراكز إيواء مؤقتة ويتم توفير الطعام وأماكن المنامة"".

وكان مكتب عمدة أورسك قد أبلغ بحدوث انهيار في السد الذي يحمي المدينة من فيضان نهر الأورال، وأن هناك إجلاء جماعي للسكان من المدينة القديمة، حيث توجد العديد من المناطق التي غمرت في منطقة الفيضان، وأنه تم إعداد ستة مراكز إيواء مؤقتة للأشخاص الذين تم إجلاؤهم من المنطقة.
المصدر: ""نوفوستي"""
20,الأهلي يجدد فوزه على سيمبا التنزاني ويصعد لنصف نهائي دوري أبطال إفريقيا,22:20 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553814-%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%8A%D8%AC%D8%AF%D8%AF-%D9%81%D9%88%D8%B2%D9%87-%D8%B9%D9%84%D9%89-%D8%B3%D9%8A%D9%85%D8%A8%D8%A7-%D8%A7%D9%84%D8%AA%D9%86%D8%B2%D8%A7%D9%86%D9%8A-%D9%88%D9%8A%D8%B5%D8%B9%D8%AF-%D9%84%D9%86%D8%B5%D9%81-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-%D8%AF%D9%88%D8%B1%D9%8A-%D8%A3%D8%A8%D8%B7%D8%A7%D9%84-%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7/,"جدد الأهلي المصري فوزه على ضيفه سيمبا التنزاني بتغلبه عليه بهدفين دون رد يوم الجمعة في إياب ربع نهائي دوري أبطال إفريقيا ليحجز مقعده في المربع الذهبي للمسابقة القارية.
ويدين الأهلي بالفضل في هذا الفوز والتأهل للاعبه المخضرم عمرو السولية، ومهاجمه محمود عبد المنعم ""كهربا"" (من ركلة جزاء) اللذين سجلا الهدفين في الدقيقتين و47 و""6+90"".
أسيست موديست ل السوليه في هدف الأهلي 🔥 #الاهلي_سيمبا#الاهلي#simbapic.twitter.com/ZKiFtIS5F3
🎥 هدف الاهلي الثاني محمود كهربا! 🔥#الاهلي_سيمباpic.twitter.com/IxtIuASIdg
وكان الأهلي قد فاز قبل أسبوع على مضيفه سيمبا في مباراة الإياب بهدف دون رد.
وينتظر الفريق المصري في الدور نصف النهائي المتأهل من المواجهة التي ستجمع غدا السبت بين بيترو أتلتيكو الأنغولي ومازيمبي الكونغولي.
المصدر: RT"
21,محمود داهود يوجه رسالة للجمهور السوري ويعتذر لكوبر وزملائه في المنتخب,21:41 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553804-%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D8%AF%D8%A7%D9%87%D9%88%D8%AF-%D9%8A%D9%88%D8%AC%D9%87-%D8%B1%D8%B3%D8%A7%D9%84%D8%A9-%D9%84%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%88%D9%8A%D8%B9%D8%AA%D8%B0%D8%B1-%D9%84%D9%83%D9%88%D8%A8%D8%B1-%D9%88%D8%B2%D9%85%D9%84%D8%A7%D8%A6%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8/,"نشر لاعب خط وسط نادي شتوتغارت، محمود داهود، بيانا يعتذر فيه بعد مغادرته معسكر منتخب سوريا قبل ساعات من مواجهة ميانمار بالتصفيات المزدوجة المؤهلة لكأس العالم وكأس آسيا.
وكتب داهود على صفحته في موقع ""فيسبوك"" يوم الجمعة: ""إلى الجماهير السورية.. أتفهم خيبة أملكم بسبب ما حصل في المعسكر، وأعتذر لعدم تمكني من ارتداء قميص المنتخب، وجلب الفرح والسعادة لكم"".
وتابع: ""حصلت عدة ظروف صعبة أدت إلى اتخاذي قرارات لا تتوافق مع رغبتي، أعتذر أيضا من زملائي الذين أحبهم وأحترمهم، ومن الأشخاص الذين كانوا ينتظرون ارتدائي لقميص منتخب سوريا لأنني لم أستطع التواجد لمساندتهم خلال مباراة ميانمار، أبارك لهم الفوز المهم الذي حققوه على طريق التأهل إلى كأس العالم 2026"".
وأردف صاحب الـ28 عاما الذي يلعب في صفوف نادي شتوتغارت الألماني على سبيل الإعارة من نادي برايتون الإنجليزي: ""كما أؤكد أنني وطوال مسيرتي الاحترافية كنت وما زلت أكن الاحترام والتقدير لكل المدربين الذي أشرفوا على تدريبي"".
وأوضح: ""أود التوضيح بأن الحال نفسه حدث وسيحدث مع المدرب هيكتور كوبر المحترم (مدرب منتخب سوريا)، وأنفي بشكل قاطع وجود أي خلاف بيني وبين الكادر الفني يتعلق بما حدث مؤخرا.. فأنا لاعب محترف أعلم تماما حقوقي وواجباتي والتزم بها"".
واختتم البيان: ""إن تمثيل منتخب سوريا وإسعاد الجمهور السوري أمر افتخر واعتز به مع تمنياتي بالتوفيق دائما للمنتخب الوطني"".
وكان داهود المولود في مدينة عامودا بمحافظة الحسكة ويحمل الجنسية الألمانية، تواجد في قائمة منتخب سوريا لخوض مواجهة ميانمار في الجولة الرابعة من التصفيات المؤهلة لكأس العالم 2026 وكأس آسيا 2027 والتي أقيمت في 26 مارس الماضي، وذلك بعدما حصل على موافقة الاتحاد الدولي لكرة القدم ""فيفا"" لتمثيل سوريا.
ولكن قبل ساعات من انطلاق مواجهة سوريا وميانمار، خرج الاتحاد السوري ببيان أعلن فيه أن داهود غادر معسكر منتخب ""نسور قاسيون"" بسبب ""استحالة تلبية طلباته التي حددها وكيل أعماله وستؤثر على المنتخب ككل"".
المصدر: RT"
22,أوزيل يكشف عن النادي الوحيد الذي تمنى اللعب في صفوفه ولم يحظ بذلك!,20:16 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553792-%D8%A3%D9%88%D8%B2%D9%8A%D9%84-%D9%8A%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%88%D8%AD%D9%8A%D8%AF-%D8%A7%D9%84%D8%B0%D9%8A-%D8%AA%D9%85%D9%86%D9%89-%D8%A7%D9%84%D9%84%D8%B9%D8%A8-%D9%84%D9%87-%D9%88%D9%84%D9%85-%D9%8A%D8%AA%D9%85%D9%83%D9%86-%D9%85%D9%86-%D8%B0%D9%84%D9%83/,
23,رونالدو على دكة البدلاء في لقاء النصر وضمك,19:16 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553774-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D8%BA%D9%84%D9%89-%D8%A7%D9%84%D8%AF%D9%83%D8%A9-%D9%81%D9%8A-%D9%84%D9%82%D8%A7%D8%A1-%D8%A7%D9%84%D9%86%D8%B5%D8%B1-%D9%88%D8%B6%D9%85%D9%83/,"قرر المدير الفني لنادي النصر، البرتغالي لويس كاسترو، الإبقاء على مواطنه كريستيانو رونالدو على دكة البدلاء في مباراة اليوم الجمعة ضد ضمك في الجولة الـ27 من الدوري السعودي.
وارتأى كاسترو استبعاد رونالدو من التشكيلة الأساسية للنصر لأول مرة منذ فترة طويلة، إذ يجلس على دكة البدلاء، بهدف إراحته قبل مباراة الديربي ضد الهلال المقررة الاثنين المقبل في نصف نهائي كأس السوبر السعودي.
كما فضل كاسترو الاحتفاظ أيضا بالنجم السنغالي ساديو ماني، والكرواتي مارسيلو بروزوفيتش، والبرازيلي أليكس تيليس على مقاعد البدلاء لإراحتهم.
قائمة الفريق الرسمية للمباراة تصـل! 🤩بالتوفيق لنجومنا 💛#النصر_ضمك | #AlNassrDamacpic.twitter.com/yLboknpHMI
وفي ما يلي تشكيلة النصر لمواجهة ضمك:
- حراسة المرمى: دافيد أوسبينا
- الدفاع: نواف بوشل، إيمريك لابورت، علي لاجامي، محمد قاسم
- الوسط: عبد المجيد الصليهم، علي الحسن، سامي النجعي
- الهجوم: عبد العزيز العليوة، عبد الرحمن غريب، مشاري النمر.
ويحتل النصر المركز الثاني في الدوري السعودي برصيد 62 نقطة ويتخلف بفارق 12 نقطة عن الهلال المتصدر.
المصدر: RT"
24,"بعد 7 أعوام.. مارسيلو يعترف بتعاونه مع رونالدو في ""سرقة رياضية"" قبل فوز ريال مدريد بدوري الأبطال",17:56 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553752-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84%D9%88-%D9%8A%D8%B9%D8%AA%D8%B1%D9%81-%D8%A8%D8%AA%D8%B9%D8%A7%D9%88%D9%86%D9%87-%D9%85%D8%B9-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF-%D8%A8%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A3%D8%A8%D8%B7%D8%A7%D9%84/,
25,بالمر يعادل إنجاز رونالدو التاريخي في الدوري الإنجليزي,16:29 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553747-%D8%A8%D8%A7%D9%84%D9%85%D8%B1-%D9%8A%D8%B9%D8%A7%D8%AF%D9%84-%D8%A5%D9%86%D8%AC%D8%A7%D8%B2-%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF%D9%88-%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A/,
26,هل يحقق مبابي آمال ماكرون ويشارك في أولمبياد باريس؟,16:16 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553740-%D9%87%D9%84-%D9%8A%D8%AD%D9%82%D9%82-%D9%85%D8%A8%D8%A7%D8%A8%D9%8A-%D8%A2%D9%85%D8%A7%D9%84-%D9%85%D8%A7%D9%83%D8%B1%D9%88%D9%86-%D9%88%D9%8A%D8%AE%D8%B1%D9%82-%D9%82%D9%88%D8%A7%D8%B9%D8%AF-%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF/,
27,كولينز تجرد التونسية أنس جابر من لقب بطولة تشارلستون,15:17 GMT,/web/20240405235307/https://arabic.rt.com/sport/1553733-%D9%83%D9%88%D9%84%D9%8A%D9%86%D8%B2-%D8%AA%D8%AC%D8%B1%D8%AF-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D8%A9-%D8%A3%D9%86%D8%B3-%D8%AC%D8%A7%D8%A8%D8%B1-%D9%85%D9%86-%D9%84%D9%82%D8%A8%D9%87%D8%A7-%D9%81%D9%8A-%D8%A8%D8%B7%D9%88%D9%84%D8%A9-%D8%AA%D8%B4%D8%A7%D8%B1%D9%84%D8%B3%D8%AA%D9%88%D9%86/,"جردت الأمريكية دانييل كولينز، النجمة التونسية أنس جابر، المصنفة سادسة عالميا، من لقبها في بطولة تشارلستون المفتوحة للتنس، بفوزها عليها في ثمن النهائي بمجموعتين لواحدة.
وجاءت خسارة النجمة التونسية بواقع 3-6 و6-1 و3-6.
Big racket smash from Ons Jabeur, best way to let off steam in the game.Only difference being if this was Djokovic we all know that the usual suspects will be showing the smash on loop and saying he has anger issues and what a bad role model he is etc. pic.twitter.com/oONrLVORe2
وبمغادرتها بطولة أخرى، تتواصل معاناة أنس جابر خلال هذا العام.
Collins d. Ons Jabeur 6-3 1-6 6-3 in CharlestonDanielle has now won 18 of the last 19 sets she’s played. 9 consecutive wins.She’s turned her retirement story into one of the most impassioned last dances you’ll ever see. ✅4th QF of 2024Bold. 🇺🇸❤️ pic.twitter.com/hVCLc21jIf
في المقابل، حققت كولينز فوزها الـ18 في آخر 19 مباراة، وستواجه البلجيكية إليز ميرتينز على بطاقة التأهل لنصف نهائي بطولة تشارلستون.
المصدر: WTA"
